2020-04-16 20:39:55,034: Key.shift_r
2020-04-16 20:39:55,099: 'T'
2020-04-16 20:39:55,379: 'e'
2020-04-16 20:39:55,667: 's'
2020-04-16 20:39:55,882: 't'
2020-04-16 20:39:56,146: Key.space
2020-04-16 20:39:57,322: 'i'
2020-04-16 20:39:57,426: 'f'
2020-04-16 20:39:57,586: Key.space
2020-04-16 20:39:57,723: 't'
2020-04-16 20:39:57,843: 'h'
2020-04-16 20:39:57,986: 'e'
2020-04-16 20:39:58,106: Key.space
2020-04-16 20:39:58,338: 'c'
2020-04-16 20:39:58,499: 'o'
2020-04-16 20:39:58,963: 'd'
2020-04-16 20:39:59,194: 'e'
2020-04-16 20:39:59,416: Key.space
2020-04-16 20:39:59,543: 'w'
2020-04-16 20:39:59,682: 'o'
2020-04-16 20:39:59,852: 'r'
2020-04-16 20:40:00,123: 'k'
2020-04-16 20:40:00,283: 'e'
2020-04-16 20:40:00,514: 'd'
2020-04-16 20:40:00,723: '.'
2020-04-16 20:40:00,914: Key.space
2020-04-16 20:40:01,138: Key.shift
2020-04-16 20:40:01,260: 'I'
2020-04-16 20:40:01,588: 's'
2020-04-16 20:40:01,858: Key.space
2020-04-16 20:40:02,299: 'i'
2020-04-16 20:40:02,426: 't'
2020-04-16 20:40:02,594: Key.space
2020-04-16 20:40:02,826: 'l'
2020-04-16 20:40:03,033: 'o'
2020-04-16 20:40:03,241: 'g'
2020-04-16 20:40:03,434: 'g'
2020-04-16 20:40:03,513: 'i'
2020-04-16 20:40:03,722: 'n'
2020-04-16 20:40:03,826: 'g'
2020-04-16 20:40:04,418: Key.shift
2020-04-16 20:40:04,918: Key.shift
2020-04-16 20:40:04,951: Key.shift
2020-04-16 20:40:04,984: Key.shift
2020-04-16 20:40:05,017: Key.shift
2020-04-16 20:40:05,027: '?'
2020-04-16 20:40:21,874: Key.enter
2020-04-16 20:42:56,702: 'a'
2020-04-16 20:43:04,204: 'd'
2020-04-16 20:43:04,395: 'm'
2020-04-16 20:43:04,556: 'i'
2020-04-16 20:43:04,716: 'n'
2020-04-16 20:43:08,196: 'd'
2020-04-16 20:43:08,418: 'm'
2020-04-16 20:43:44,523: 'a'
2020-04-16 20:43:44,682: 's'
2020-04-16 20:43:45,546: Key.backspace
2020-04-16 20:43:45,660: 'd'
2020-04-16 20:43:46,492: 'm'
2020-04-16 20:43:47,610: Key.enter
