2020-04-16 20:39:55,034: Key.shift_r
2020-04-16 20:39:55,099: 'T'
2020-04-16 20:39:55,379: 'e'
2020-04-16 20:39:55,667: 's'
2020-04-16 20:39:55,882: 't'
2020-04-16 20:39:56,146: Key.space
2020-04-16 20:39:57,322: 'i'
2020-04-16 20:39:57,426: 'f'
2020-04-16 20:39:57,586: Key.space
2020-04-16 20:39:57,723: 't'
2020-04-16 20:39:57,843: 'h'
2020-04-16 20:39:57,986: 'e'
2020-04-16 20:39:58,106: Key.space
2020-04-16 20:39:58,338: 'c'
2020-04-16 20:39:58,499: 'o'
2020-04-16 20:39:58,963: 'd'
2020-04-16 20:39:59,194: 'e'
2020-04-16 20:39:59,416: Key.space
2020-04-16 20:39:59,543: 'w'
2020-04-16 20:39:59,682: 'o'
2020-04-16 20:39:59,852: 'r'
2020-04-16 20:40:00,123: 'k'
2020-04-16 20:40:00,283: 'e'
2020-04-16 20:40:00,514: 'd'
2020-04-16 20:40:00,723: '.'
2020-04-16 20:40:00,914: Key.space
2020-04-16 20:40:01,138: Key.shift
2020-04-16 20:40:01,260: 'I'
2020-04-16 20:40:01,588: 's'
2020-04-16 20:40:01,858: Key.space
2020-04-16 20:40:02,299: 'i'
2020-04-16 20:40:02,426: 't'
2020-04-16 20:40:02,594: Key.space
2020-04-16 20:40:02,826: 'l'
2020-04-16 20:40:03,033: 'o'
2020-04-16 20:40:03,241: 'g'
2020-04-16 20:40:03,434: 'g'
2020-04-16 20:40:03,513: 'i'
2020-04-16 20:40:03,722: 'n'
2020-04-16 20:40:03,826: 'g'
2020-04-16 20:40:04,418: Key.shift
2020-04-16 20:40:04,918: Key.shift
2020-04-16 20:40:04,951: Key.shift
2020-04-16 20:40:04,984: Key.shift
2020-04-16 20:40:05,017: Key.shift
2020-04-16 20:40:05,027: '?'
2020-04-16 20:40:21,874: Key.enter
2020-04-16 20:42:56,702: 'a'
2020-04-16 20:43:04,204: 'd'
2020-04-16 20:43:04,395: 'm'
2020-04-16 20:43:04,556: 'i'
2020-04-16 20:43:04,716: 'n'
2020-04-16 20:43:08,196: 'd'
2020-04-16 20:43:08,418: 'm'
2020-04-16 20:43:44,523: 'a'
2020-04-16 20:43:44,682: 's'
2020-04-16 20:43:45,546: Key.backspace
2020-04-16 20:43:45,660: 'd'
2020-04-16 20:43:46,492: 'm'
2020-04-16 20:43:47,610: Key.enter
2020-04-16 22:23:47,759: 'p'
2020-04-16 22:23:47,981: 'r'
2020-04-16 22:23:48,713: 'o'
2020-04-16 22:23:48,986: 'b'
2020-04-16 22:23:49,074: 'a'
2020-04-16 22:23:49,266: 'n'
2020-04-16 22:23:49,346: 'd'
2020-04-16 22:23:49,500: 'o'
2020-04-16 22:23:50,009: Key.space
2020-04-16 22:23:50,314: 's'
2020-04-16 22:23:50,425: 'i'
2020-04-16 22:23:50,586: Key.space
2020-04-16 22:23:50,890: 'f'
2020-04-16 22:23:50,971: 'u'
2020-04-16 22:23:51,210: 'n'
2020-04-16 22:23:51,290: 'c'
2020-04-16 22:23:51,434: 'i'
2020-04-16 22:23:51,610: 'o'
2020-04-16 22:23:51,770: 'n'
2020-04-16 22:23:51,905: 'a'
2020-04-16 22:23:52,158: Key.space
2020-04-16 22:23:52,321: 'e'
2020-04-16 22:23:52,390: 'l'
2020-04-16 22:23:52,521: Key.space
2020-04-16 22:23:53,147: 's'
2020-04-16 22:23:53,434: 'c'
2020-04-16 22:23:53,714: 'r'
2020-04-16 22:23:53,850: 'i'
2020-04-16 22:23:54,210: 'p'
2020-04-16 22:23:54,478: 'o'
2020-04-16 22:23:54,593: 't'
2020-04-16 22:23:55,329: Key.backspace
2020-04-16 22:23:55,514: Key.backspace
2020-04-16 22:23:55,713: 't'
2020-04-16 22:24:28,266: Key.backspace
2020-04-16 22:24:44,851: 'p'
2020-04-16 22:24:44,929: 'a'
2020-04-16 22:24:45,138: 'r'
2020-04-16 22:24:45,322: 'a'
2020-04-16 22:24:45,417: Key.space
2020-04-16 22:24:45,762: 'w'
2020-04-16 22:24:45,857: 'l'
2020-04-16 22:24:46,001: Key.space
2020-04-16 22:24:46,185: 'm'
2020-04-16 22:24:46,250: 'a'
2020-04-16 22:24:46,489: 'l'
2020-04-16 22:24:46,849: Key.backspace
2020-04-16 22:24:47,026: Key.backspace
2020-04-16 22:24:47,201: Key.backspace
2020-04-16 22:24:47,361: Key.backspace
2020-04-16 22:24:47,529: Key.backspace
2020-04-16 22:24:47,698: Key.backspace
2020-04-16 22:24:48,136: 'e'
2020-04-16 22:24:48,329: 'l'
2020-04-16 22:24:48,448: Key.space
2020-04-16 22:24:48,749: 'm'
2020-04-16 22:24:48,810: 'a'
2020-04-16 22:24:49,050: 'l'
2020-04-16 22:24:49,298: 'w'
2020-04-16 22:24:49,522: 'a'
2020-04-16 22:24:49,706: 'r'
2020-04-16 22:24:50,091: 'e'
2020-04-16 22:24:50,825: Key.space
2020-04-16 22:25:37,761: Key.shift_r
2020-04-16 22:25:37,874: 'C'
2020-04-16 22:25:38,394: 'l'
2020-04-16 22:25:38,682: 'o'
2020-04-16 22:25:38,721: 's'
2020-04-16 22:25:38,955: 'e'
2020-04-16 22:25:39,251: Key.space
2020-04-16 22:25:39,874: 't'
2020-04-16 22:25:39,963: 'h'
2020-04-16 22:25:40,162: 'i'
2020-04-16 22:25:40,250: 's'
2020-04-16 22:25:40,592: Key.space
2020-04-16 22:25:41,115: 'w'
2020-04-16 22:25:41,202: 'i'
2020-04-16 22:25:41,443: 'n'
2020-04-16 22:25:41,587: 'd'
2020-04-16 22:25:41,826: 'o'
2020-04-16 22:25:41,963: 'w'
2020-04-16 22:25:42,529: Key.space
2020-04-16 22:25:43,711: Key.backspace
2020-04-16 22:25:44,213: Key.backspace
2020-04-16 22:25:44,246: Key.backspace
2020-04-16 22:25:44,278: Key.backspace
2020-04-16 22:25:44,311: Key.backspace
2020-04-16 22:25:44,344: Key.backspace
2020-04-16 22:25:44,377: Key.backspace
2020-04-16 22:25:44,410: Key.backspace
2020-04-16 22:25:44,443: Key.backspace
2020-04-16 22:25:44,476: Key.backspace
2020-04-16 22:25:44,509: Key.backspace
2020-04-16 22:25:44,542: Key.backspace
2020-04-16 22:25:44,575: Key.backspace
2020-04-16 22:25:44,608: Key.backspace
2020-04-16 22:25:44,642: Key.backspace
2020-04-16 22:25:44,675: Key.backspace
2020-04-16 22:25:44,946: Key.backspace
2020-04-16 22:25:45,131: Key.backspace
2020-04-16 22:25:45,566: Key.backspace
2020-04-16 22:25:46,225: Key.space
2020-04-16 22:25:46,450: Key.shift
2020-04-16 22:25:46,642: 'y'
2020-04-16 22:25:46,843: 'o'
2020-04-16 22:25:47,051: 'u'
2020-04-16 22:25:47,234: Key.space
2020-04-16 22:25:47,510: 'c'
2020-04-16 22:25:47,988: Key.backspace
2020-04-16 22:25:48,162: Key.backspace
2020-04-16 22:25:48,322: Key.backspace
2020-04-16 22:25:48,506: Key.backspace
2020-04-16 22:25:48,674: Key.backspace
2020-04-16 22:25:48,826: Key.shift
2020-04-16 22:25:49,334: Key.shift
2020-04-16 22:25:49,366: Key.shift
2020-04-16 22:25:49,404: Key.shift
2020-04-16 22:25:49,419: 'Y'
2020-04-16 22:25:49,640: 'o'
2020-04-16 22:25:49,861: 'u'
2020-04-16 22:25:50,042: Key.space
2020-04-16 22:25:50,224: 'm'
2020-04-16 22:25:50,271: 'a'
2020-04-16 22:25:50,829: 'y'
2020-04-16 22:25:50,930: Key.space
2020-04-16 22:25:51,106: 'c'
2020-04-16 22:25:51,235: 'l'
2020-04-16 22:25:51,515: 'o'
2020-04-16 22:25:51,642: 's'
2020-04-16 22:25:51,874: 'e'
2020-04-16 22:25:51,964: Key.space
2020-04-16 22:25:52,330: 't'
2020-04-16 22:25:52,529: 'h'
2020-04-16 22:25:52,763: 'i'
2020-04-16 22:25:52,910: 's'
2020-04-16 22:25:53,082: Key.space
2020-04-16 22:25:53,371: 'w'
2020-04-16 22:25:53,714: 'i'
2020-04-16 22:25:53,985: 'n'
2020-04-16 22:25:55,570: 'd'
2020-04-16 22:25:55,763: 'o'
2020-04-16 22:25:55,867: 'w'
2020-04-16 22:25:56,482: Key.space
2020-04-16 22:25:56,891: 'n'
2020-04-16 22:25:57,049: 'o'
2020-04-16 22:25:57,323: 'w'
2020-04-16 22:25:57,541: '.'
2020-04-16 22:29:16,283: 't'
2020-04-16 22:29:16,435: 'o'
2020-04-16 22:29:16,851: 'd'
2020-04-16 22:29:17,002: 'a'
2020-04-16 22:29:17,515: 'v'
2020-04-16 22:29:17,604: ['´']
2020-04-16 22:29:17,810: 'i'
2020-04-16 22:29:17,914: 'a'
2020-04-16 22:29:18,034: Key.space
2020-04-16 22:29:18,179: 'n'
2020-04-16 22:29:18,363: 'o'
2020-04-16 22:29:18,474: Key.space
2020-04-16 22:29:18,579: 'a'
2020-04-16 22:29:18,979: 'c'
2020-04-16 22:29:19,163: 'a'
2020-04-16 22:29:19,252: 'b'
2020-04-16 22:29:19,459: 'o'
2020-04-16 22:29:19,611: Key.space
2020-04-16 22:29:20,155: 'u'
2020-04-16 22:29:20,379: 'n'
2020-04-16 22:29:20,531: 'a'
2020-04-16 22:29:20,955: Key.backspace
2020-04-16 22:29:21,122: Key.backspace
2020-04-16 22:29:21,291: Key.backspace
2020-04-16 22:29:21,659: 'a'
2020-04-16 22:29:21,891: 'l'
2020-04-16 22:29:22,003: 'g'
2020-04-16 22:29:22,092: 'o'
2020-04-16 22:29:22,242: Key.space
2020-04-16 22:29:22,379: 'q'
2020-04-16 22:29:22,515: 'u'
2020-04-16 22:29:22,611: 'e'
2020-04-16 22:29:22,714: Key.space
2020-04-16 22:29:23,035: 's'
2020-04-16 22:29:23,235: 'e'
2020-04-16 22:29:23,290: Key.space
2020-04-16 22:29:23,594: 'e'
2020-04-16 22:29:23,754: 'n'
2020-04-16 22:29:23,819: 't'
2020-04-16 22:29:24,083: 'r'
2020-04-16 22:29:24,290: 'e'
2020-04-16 22:29:24,402: 'g'
2020-04-16 22:29:24,515: 'a'
2020-04-16 22:29:24,610: Key.space
2020-04-16 22:29:24,755: 'a'
2020-04-16 22:29:24,882: Key.space
2020-04-16 22:29:25,043: 'l'
2020-04-16 22:29:25,100: 'a'
2020-04-16 22:29:25,234: 's'
2020-04-16 22:29:25,339: Key.space
2020-04-16 22:29:26,001: '1'
2020-04-16 22:29:26,195: '2'
2020-04-16 22:29:26,370: Key.space
2020-04-16 22:29:26,611: 'j'
2020-04-16 22:29:26,723: 'a'
2020-04-16 22:29:26,810: 'j'
2020-04-16 22:29:26,955: 'a'
2020-04-16 22:29:27,009: 'j'
2020-04-16 22:29:27,139: 'a'
2020-04-16 22:29:27,514: Key.enter
2020-04-16 22:29:35,275: 'o'
2020-04-16 22:29:37,458: Key.enter
2020-04-16 22:30:04,659: 'a'
2020-04-16 22:30:04,892: 'd'
2020-04-16 22:30:05,039: 'm'
2020-04-16 22:30:05,218: 'i'
2020-04-16 22:30:05,401: 'n'
2020-04-16 22:30:05,562: 'i'
2020-04-16 22:30:05,682: 's'
2020-04-16 22:30:07,356: Key.enter
2020-04-16 22:30:43,313: Key.ctrl_l
2020-04-16 22:30:43,824: Key.ctrl_l
2020-04-16 22:30:43,863: Key.ctrl_l
2020-04-16 22:30:43,894: Key.ctrl_l
2020-04-16 22:30:43,925: Key.ctrl_l
2020-04-16 22:30:43,964: Key.ctrl_l
2020-04-16 22:30:43,987: Key.ctrl_l
2020-04-16 22:30:44,011: Key.ctrl_l
2020-04-16 22:30:44,045: Key.ctrl_l
2020-04-16 22:30:44,075: <192>
2020-04-16 22:31:35,531: Key.backspace
2020-04-16 22:31:36,819: Key.backspace
2020-04-16 22:31:54,450: Key.space
2020-04-16 22:31:54,548: 's'
2020-04-16 22:31:54,931: 'u'
2020-04-16 22:31:55,146: 'p'
2020-04-16 22:31:55,419: 'o'
2020-04-16 22:31:55,603: 'n'
2020-04-16 22:31:55,842: 'i'
2020-04-16 22:31:55,946: 'e'
2020-04-16 22:31:56,083: 'n'
2020-04-16 22:31:56,193: 'd'
2020-04-16 22:31:56,281: 'o'
2020-04-16 22:31:56,441: Key.space
2020-04-16 22:31:56,690: 'q'
2020-04-16 22:31:56,786: 'u'
2020-04-16 22:31:56,893: 'e'
2020-04-16 22:31:56,986: Key.space
2020-04-16 22:31:57,179: 'e'
2020-04-16 22:31:57,357: 's'
2020-04-16 22:31:57,442: Key.space
2020-04-16 22:31:57,624: 'u'
2020-04-16 22:31:57,826: 'n'
2020-04-16 22:31:57,962: 'a'
2020-04-16 22:31:58,042: Key.space
2020-04-16 22:31:58,186: 'l'
2020-04-16 22:31:58,387: 'i'
2020-04-16 22:31:58,923: 'b'
2020-04-16 22:31:59,042: 'r'
2020-04-16 22:31:59,251: 'e'
2020-04-16 22:31:59,483: 'r'
2020-04-16 22:31:59,616: ['´']
2020-04-16 22:31:59,879: 'i'
2020-04-16 22:31:59,938: 'a'
2020-04-16 22:32:00,083: Key.space
